# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-a" "/mnt/data/bioinfo/rna_seq_project/reference/Saccharomyces_cerevisiae.R64-1-1.111.gtf" "-o" "gene_counts.txt" "aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aligned_sorted.bam
tM(CAU)E	V	100133	100204	+	72	2
YEL030C-A	V	94583	94897	-	315	2
YEL014C	V	128303	128608	-	306	46
YER156C	V	483325	484341	-	1017	1312
YER162C	V	500630	502894	-	2265	385
YER090W	V	337949	339472	+	1524	2066
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	508
YER041W	V	232461	234740	+	2280	323
YER165C-A	V	512627	512983	-	357	33
YER097W	V	355140	355469	+	330	23
YER112W	V	387232	387795	+	564	634
YER090C-A	V	338322	338411	-	90	0
YER067C-A	V	292240	292563	-	324	0
snR67	V	61352	61433	+	82	34
tH(GUG)E1	V	207357	207428	+	72	0
YER174C	V	538434	539168	-	735	588
YER107W-A	V	374394	374714	+	321	71
YER026C	V	207644	208474	-	831	2978
YER099C	V	358105	359061	-	957	539
YEL048C	V	64709	65167	-	459	236
YEL070W	V	19589	21097	+	1509	6
YER025W	V	205251	206834	+	1584	3529
YEL075W-A	V	4870	5481	+	612	0
YER126C	V	413394	414179	-	786	1466
tI(AAU)E1	V	443202	443275	-	74	0
YER182W	V	552525	553259	+	735	445
YER165W	V	510373	512106	+	1734	6060
YEL058W	V	43252	44925	+	1674	1955
YER060W-A	V	276572	278164	+	1593	379
YER184C	V	556296	558680	-	2385	139
YEL012W	V;V	131772;131900	131776;132551	+;+	657	282
YEL020W-A	V	117211	117474	+	264	250
YER077C	V	314534	316600	-	2067	478
YER039C	V	228456	229205	-	750	57
YER042W	V	234937	235491	+	555	1228
YER019W	V	192797	194230	+	1434	741
YER039C-A	V	229263	229481	-	219	47
YER058W	V	271768	272091	+	324	426
YER110C	V	378762	382103	-	3342	3358
YER135C	V	437952	438344	-	393	6
YEL023C	V	108504	110552	-	2049	333
YEL077C	V	264	4097	-	3834	217
tI(AAU)E2	V	551285	551358	-	74	0
YER001W	V	153520	155808	+	2289	4418
YEL020C	V	118617	120299	-	1683	243
YEL044W	V	69757	70257	+	501	681
YER180C	V	549724	550527	-	804	199
YER087W	V	330576	332306	+	1731	363
YER055C	V	264892	265785	-	894	7961
tR(ACG)E	V	492352	492424	-	73	0
YER091C	V	339864	342167	-	2304	41277
YER138C	V	443756	449024	-	5269	26
YER137C-A	V	447702	449024	-	1323	0
YER159C-A	V	496802	498124	-	1323	0
YER160C	V	492856	498124	-	5269	51
YHR094C	VIII	290913	292625	-	1713	902
YHL031C	VIII	38815	39486	-	672	77
YHL002W	VIII	102612	103970	+	1359	346
YHR219C-A	VIII	561199	561681	-	483	0
YHR045W	VIII	195551	197233	+	1683	1018
YHR084W	VIII	274174	276240	+	2067	845
YHR126C	VIII	359702	360181	-	480	6
tS(AGA)H	VIII	133026	133107	-	82	0
YHR125W	VIII	358858	359163	+	306	5
YHR206W	VIII	512732	514600	+	1869	961
YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	495
YHR005C-A	VIII	115620	115901	-	282	2354
YHR193C-A	VIII	488653	489027	-	375	0
YHR007C	VIII	120091	121683	-	1593	11999
YHR214C-D	VIII	550648	550941	-	294	1
YHR212W-A	VIII	538742	538945	+	204	0
YHR184W	VIII	472744	474459	+	1716	65
YHR132C	VIII	368502	369794	-	1293	1204
YHR182C-A	VIII	470939	471412	-	474	0
YHR025W	VIII	159438	160511	+	1074	2299
YHR055C	VIII	214533	214718	-	186	0
YHR073W	VIII	242582	245572	+	2991	1520
YHL015W-A	VIII	74699	74782	+	84	2
YHR064C	VIII	225525	227141	-	1617	4123
YHL041W	VIII	17392	17841	+	450	2
YHR143W	VIII	385510	386487	+	978	3653
YHR052W-A	VIII	212510	212704	+	195	0
YHL047C	VIII	8351	10213	-	1863	0
YHR175W-A	VIII	453558	453707	+	150	64
YHR003C	VIII	110028	111317	-	1290	745
YHL032C	VIII	36379	38508	-	2130	599
YHR154W	VIII	402966	406178	+	3213	1119
YHR031C	VIII	170799	172970	-	2172	469
YHL042W	VIII	15667	16119	+	453	85
YHR022C-A	VIII	151217	151306	-	90	12
YHR180C-B	VIII	466958	467062	-	105	0
YHR106W	VIII	325598	326626	+	1029	390
YHR186C	VIII	475999	480672	-	4674	1074
YHL029C	VIII	45929	47968	-	2040	543
YHR048W	VIII	204607	206151	+	1545	202
YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	2243
YHR073W-A	VIII	242868	243044	+	177	0
YHR035W	VIII	178219	180111	+	1893	79
YHR165C	VIII	429707	436948	-	7242	1602
YHL006C	VIII	98343	98795	-	453	55
YHL025W	VIII	54851	55849	+	999	677
YHR172W	VIII	448335	450806	+	2472	488
YHR002W	VIII	108812	109885	+	1074	187
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	445
RUF5-2	VIII	214407	215116	+	710	43
YHR079C	VIII	258244	261591	-	3348	686
YHR169W	VIII	442181	443476	+	1296	676
YHR054C	VIII	213185	214249	-	1065	40
YHR065C	VIII	227532	229037	-	1506	1254
YHR088W	VIII	281495	282382	+	888	547
tH(GUG)H	VIII	62755	62826	+	72	2
YHR093W	VIII	289142	289690	+	549	10
YHL036W	VIII	26241	27881	+	1641	653
YHR100C	VIII	314116	314673	-	558	243
YHR105W	VIII	324766	325410	+	645	95
YHR056C	VIII	215183	217834	-	2652	380
YHR135C	VIII	372694	374310	-	1617	1606
YHR180W	VIII	465178	465669	+	492	114
YHR086W	VIII	278153	279724	+	1572	538
YHR146W	VIII	390300	391697	+	1398	1709
YHR195W	VIII	490747	491712	+	966	478
YHR119W	VIII	346043	349285	+	3243	782
YHR033W	VIII	175548	176819	+	1272	281
YHR024C	VIII	157744	159192	-	1449	1329
YHL043W	VIII	14901	15413	+	513	70
YHL039W	VIII	21783	23540	+	1758	892
YHR059W	VIII	220108	220500	+	393	446
YHL048C-A	VIII	5663	5797	-	135	0
YHR026W	VIII	160844	161485	+	642	1880
YHR160C	VIII	419221	420072	-	852	70
YHR085W	VIII	276764	277768	+	1005	373
YHR113W	VIII	336337	337809	+	1473	759
YHR175W	VIII	452872	453441	+	570	617
YHR148W	VIII	393534	394085	+	552	454
YHR208W	VIII	517532	518713	+	1182	8345
YHR001W	VIII	106055	107368	+	1314	788
YHR131C	VIII	365340	367892	-	2553	531
YHR049C-A	VIII	207234	207530	-	297	48
YHR086W-A	VIII	280231	280392	+	162	16
YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	10991
YHR170W	VIII	443828	445384	+	1557	2002
YHL021C	VIII	64462	65859	-	1398	600
YHR078W	VIII	256360	258018	+	1659	641
YHR007C-A	VIII	122550	122765	-	216	23
YHL044W	VIII	13565	14272	+	708	25
YHR214W-A	VIII	543008	543493	+	486	39
YHR161C	VIII	420373	422286	-	1914	1423
YHR074W	VIII	246193	248337	+	2145	1566
YHR164C	VIII	424610	429178	-	4569	644
YHL006W-A	VIII	97732	98085	+	354	30
YHR204W	VIII	506319	508709	+	2391	733
YHL002C-A	VIII	102587	103075	-	489	0
YHL030W-A	VIII	39074	39535	+	462	0
tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	0
YHR163W	VIII	423724	424473	+	750	2260
YHL046C	VIII	11923	12285	-	363	2
YHR056W-A	VIII	217406	217840	+	435	0
YHL004W	VIII	99219	100403	+	1185	1391
YHL009C	VIII	84068	85060	-	993	240
YHR138C	VIII	377355	377699	-	345	276
YHR166C	VIII	437170	439050	-	1881	393
YHR151C	VIII	399268	400848	-	1581	256
YHL014C	VIII	76097	77314	-	1218	363
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	6913
YHR198C	VIII	496315	497280	-	966	618
YHL034C	VIII	33193	34077	-	885	1879
YHR124W	VIII	356561	358444	+	1884	162
YHR011W	VIII	127780	129120	+	1341	443
YHR096C	VIII	294669	296447	-	1779	214
YHR185C	VIII	474627	475340	-	714	4
YHR190W	VIII	484845	486179	+	1335	2903
YHR075C	VIII	248439	249641	-	1203	124
YHR117W	VIII	342349	344268	+	1920	906
YHR109W	VIII	330310	332067	+	1758	217
YHR207C	VIII	514905	516485	-	1581	518
YHR132W-A	VIII	370054	370449	+	396	355
YHR015W	VIII	134554	136533	+	1980	147
YHL015W	VIII	75412	75777	+	366	24958
YHR090C	VIII	283777	284625	-	849	268
YHR189W	VIII	484028	484600	+	573	99
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	1397
YHR070C-A	VIII	236102	236512	-	411	48
YHR108W	VIII	328303	330060	+	1758	1614
YHR006W	VIII	117814	119439	+	1626	850
YHR147C	VIII	392639	393283	-	645	897
YHR180W-A	VIII	466932	467114	+	183	1
YHR092C	VIII	287081	288811	-	1731	17727
YHR080C	VIII	262801	266838	-	4038	739
YHL045W	VIII	12502	12849	+	348	1
YHR022C	VIII	149575	150345	-	771	15
YHL027W	VIII	51111	52988	+	1878	1233
YHL003C	VIII	100648	101883	-	1236	1984
YHR070W	VIII	234881	236380	+	1500	281
YHR150W	VIII	397251	398990	+	1740	327
YHR133C	VIII	370722	371597	-	876	1093
YHR215W	VIII	552099	553502	+	1404	80
YHL020C	VIII	66242	67456	-	1215	1186
YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	250
YHR046C	VIII	197398	198285	-	888	509
YHR095W	VIII	292943	293437	+	495	0
YHR182W	VIII	468219	470576	+	2358	307
YHR098C	VIII	299145	301934	-	2790	1893
YHR145C	VIII	388981	389337	-	357	3
YHR120W	VIII	349574	352453	+	2880	649
YHL030W	VIII	40084	45690	+	5607	1895
tV(CAC)H	VIII	475706	475778	-	73	0
YHR051W	VIII	209705	210151	+	447	2541
YHR130C	VIII	364965	365300	-	336	46
YHR149C	VIII	394455	396659	-	2205	1061
YHR127W	VIII	360913	361644	+	732	441
YHR194W	VIII	488657	490396	+	1740	245
YHR213W-A	VIII	540549	540782	+	234	5
YHR032C-A	VIII	175275	175394	-	120	5
YHR203C	VIII;VIII	504476;505517	505247;505530	-;-	786	12154
YHR168W	VIII	440377	441933	+	1557	340
YHR167W	VIII	439342	440127	+	786	201
YHR050W	VIII	207654	209303	+	1650	680
YHR112C	VIII	334527	335663	-	1137	1853
YHR027C	VIII	161730	164711	-	2982	6686
YHR214C-E	VIII	551200	551499	-	300	0
YHR214W	VIII	541651	542262	+	612	14
YHR188C	VIII	482005	483837	-	1833	1355
YHL023C	VIII	59123	62563	-	3441	922
YHR099W	VIII	302761	313995	+	11235	2218
YHR196W	VIII	491931	493658	+	1728	1472
YHR177W	VIII	456591	457952	+	1362	251
YHR174W	VIII	451327	452640	+	1314	92130
YHR199C-A	VIII;VIII	498571;498787	498719;498859	-;-	222	116
YHR034C	VIII	176965	177999	-	1035	255
YHR179W	VIII	462502	463704	+	1203	6104
YHR014W	VIII	132047	132922	+	876	44
YHR171W	VIII	445713	447605	+	1893	157
tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	0
YHR121W	VIII	352756	353319	+	564	1035
YHR116W	VIII	341665	342120	+	456	259
YHR087W	VIII	280820	281155	+	336	281
YHR176W	VIII	454229	455527	+	1299	325
YHR173C	VIII	450815	451153	-	339	44
YHL010C	VIII	81964	83721	-	1758	173
YHR102W	VIII	316572	319814	+	3243	581
YHR063C	VIII	224030	225169	-	1140	1167
YHR050W-A	VIII	209475	209645	+	171	141
YHR137C-A	VIII	375738	376388	-	651	0
YHL017W	VIII	70276	71874	+	1599	719
YHL035C	VIII	27978	32756	-	4779	578
YHR043C	VIII	192805	193545	-	741	453
YHR115C	VIII	340109	341359	-	1251	696
YHL007C	VIII	95118	97937	-	2820	1323
YHR018C	VIII	140011	141402	-	1392	8287
YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	737
YHL019C	VIII	67731	69548	-	1818	226
YHR061C	VIII	221534	222478	-	945	186
tV(AAC)H	VIII	85298	85371	-	74	0
snR32	VIII	381540	381727	+	188	22
YHR068W	VIII	232133	233296	+	1164	2717
YHR218W-A	VIII	559932	560249	+	318	1
YHR037W	VIII	181977	183704	+	1728	1518
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	742
YHR144C	VIII	387788	388726	-	939	305
YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	1820
YHR156C	VIII	411384	412406	-	1023	152
YHR217C	VIII	556581	557042	-	462	0
YHR036W	VIII	180345	181760	+	1416	367
YHR091C	VIII	284839	286770	-	1932	655
YHR052W	VIII	210848	211978	+	1131	1517
YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	852
YHR009C	VIII	124109	125680	-	1572	1616
YHL018W	VIII	69708	70070	+	363	38
YHL012W	VIII	78936	80417	+	1482	129
YHR211W	VIII	525392	528619	+	3228	337
YHR155W	VIII	407103	410789	+	3687	593
RUF5-1	VIII	212409	213118	+	710	14
YHR139C	VIII	378219	379199	-	981	47
YHR032W-A	VIII	175195	175374	+	180	43
tA(AGC)H	VIII	146242	146314	-	73	4
YHR210C	VIII	520712	521737	-	1026	69
YHR072W-A	VIII	241664	241840	+	177	1743
YHR140W	VIII	380572	381291	+	720	88
YHR044C	VIII	194068	194808	-	741	103
YHL016C	VIII	72037	74244	-	2208	114
tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	0
YHR202W	VIII	502388	504196	+	1809	282
YHR019C	VIII	141894	143558	-	1665	5263
YHL034W-A	VIII	33176	33637	+	462	25
YHR213W-B	VIII	540800	541099	+	300	47
YHR104W	VIII	323409	324392	+	984	757
YHR083W	VIII	272627	273616	+	990	715
YHR165W-A	VIII	436647	436958	+	312	2
YHL022C	VIII	62961	64157	-	1197	61
YHR032W	VIII	173344	175089	+	1746	1183
YHR008C	VIII	122889	123590	-	702	1886
YHL038C	VIII	23617	25509	-	1893	630
YHR071C-A	VIII	238910	239230	-	321	0
YHR081W	VIII	267538	268092	+	555	519
YHL050W-A	VIII	811	1293	+	483	0
YHL028W	VIII	48763	50580	+	1818	496
YHR073C-B	VIII	245422	245502	-	81	0
YHL033C	VIII	35255	36025	-	771	8394
YHR066W	VIII	229335	230696	+	1362	976
YHR029C	VIII	167677	168561	-	885	613
YHR178W	VIII	459299	461530	+	2232	313
YHR063W-A	VIII	225442	225777	+	336	17
YHR040W	VIII	187924	189024	+	1101	438
YHR192W	VIII	486826	487662	+	837	491
YHR017W	VIII	138694	139851	+	1158	471
YHR004C	VIII	111754	113094	-	1341	375
YHL040C	VIII	19088	20971	-	1884	477
YHR191C	VIII	486230	486631	-	402	178
YHR201C	VIII	499950	501143	-	1194	910
YHR103W	VIII	320414	322972	+	2559	944
YHR213W	VIII	539151	539747	+	597	4
YHR153C	VIII	402086	402682	-	597	55
YHR082C	VIII	268459	271548	-	3090	1386
YHR069C-A	VIII	234874	235236	-	363	0
YHR020W	VIII	143996	146062	+	2067	4438
YHR057C	VIII	218226	218843	-	618	795
YHL024W	VIII	56649	58790	+	2142	298
YHR128W	VIII	362115	362765	+	651	1180
tQ(UUG)H	VIII	134321	134392	+	72	0
YHR047C	VIII	198740	201310	-	2571	877
YHL026C	VIII	53219	54166	-	948	195
YHR197W	VIII	493896	496187	+	2292	1007
YHR028C	VIII	164978	167434	-	2457	1777
YHR134W	VIII	371749	372558	+	810	174
YHR122W	VIII	353625	354320	+	696	668
YHR067W	VIII	230970	231812	+	843	296
YHL037C	VIII	25778	26179	-	402	5
YHR013C	VIII	130730	131446	-	717	672
YHR137W	VIII	375709	377250	+	1542	35
tT(AGU)H	VIII	116107	116179	-	73	0
YHR158C	VIII	413685	417179	-	3495	927
YHR038W	VIII	184066	184758	+	693	290
YHR042W	VIII	190543	192618	+	2076	3303
YHR028W-A	VIII	167352	167672	+	321	0
YHL049C	VIII	3726	4541	-	816	2
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	380
YHR069C	VIII	233579	234658	-	1080	619
YHR200W	VIII	499079	499885	+	807	2012
YHR053C	VIII	212535	212720	-	186	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	4
YHR021W-A	VIII	149225	149680	+	456	11
YHR114W	VIII	338083	339984	+	1902	655
YHR039C	VIII	184875	186809	-	1935	3455
YHL019W-A	VIII	67711	68304	+	594	0
YHR152W	VIII	401434	401955	+	522	341
YHL046W-A	VIII	9981	10307	+	327	0
YHL011C	VIII	80654	81616	-	963	2353
YHR129C	VIII	362999	364153	-	1155	318
YHR199C	VIII	497490	498422	-	933	603
YHR159W	VIII	417549	419063	+	1515	201
YHR193C	VIII	487712	488236	-	525	5612
YHR030C	VIII	168890	170344	-	1455	1076
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	12
YHR162W	VIII	423072	423461	+	390	5351
YHR089C	VIII	282681	283298	-	618	2595
YHL005C	VIII	98828	99220	-	393	5
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	16670
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	4
YHR212C	VIII	537759	538094	-	336	0
YHR005C	VIII	113499	114917	-	1419	1041
YHR187W	VIII	480990	481919	+	930	429
YHR183W	VIII	470960	472429	+	1470	8662
YHR205W	VIII	509363	511837	+	2475	1517
YHR139C-A	VIII	380108	380419	-	312	9
YHR111W	VIII	333072	334394	+	1323	718
YHR049W	VIII	206462	207193	+	732	1007
YHR131W-A	VIII	367747	367992	+	246	6
YHR072W	VIII	239098	241293	+	2196	1914
YHR209W	VIII	519437	520312	+	876	157
YHR107C	VIII	326813	328036	-	1224	982
YHR071W	VIII	237004	237693	+	690	783
snR71	VIII	411228	411317	+	90	9
YHR216W	VIII	554396	555967	+	1572	1274
YHL013C	VIII	77430	78353	-	924	408
YHR060W	VIII	220725	221270	+	546	436
YHR143W-A	VIII	387233	387445	+	213	765
YHR142W	VIII	383538	384488	+	951	1047
YHR058C	VIII	218997	219884	-	888	247
YHL008C	VIII	92627	94510	-	1884	36
YHR054W-A	VIII	214508	214702	+	195	0
YHR118C	VIII	344321	345628	-	1308	341
tT(UGU)H	VIII	466990	467061	+	72	0
YHL048W	VIII	6401	7546	+	1146	9
YHR157W	VIII	412907	413455	+	549	19
YHR110W	VIII	332282	332920	+	639	592
YHR023W	VIII	151666	157452	+	5787	1288
YHR062C	VIII	222877	223758	-	882	378
YHR219W	VIII	560173	562047	+	1875	28
YHR136C	VIII	374654	375100	-	447	16
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	3978
YHR181W	VIII	467228	467914	+	687	534
YHR214C-B	VIII	543964	549346	-	5383	37
YHL009W-B	VIII	85909	91318	+	5410	0
YHR214C-C	VIII	547910	549346	-	1437	0
YHL009W-A	VIII	85909	87150	+	1242	0
YIR015W	IX	381948	382382	+	435	148
YIL156W-A	IX	47292	47693	+	402	0
YIL115W-A	IX	144268	144639	+	372	5
YIL086C	IX	200153	200461	-	309	7
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	267
tT(AGU)I2	IX	325748	325820	+	73	0
YIL146C	IX	74184	75773	-	1590	232
YIL010W	IX	334882	335529	+	648	416
YIL117C	IX	140613	141569	-	957	445
YIL050W	IX	258913	259770	+	858	719
YIL107C	IX	163278	165761	-	2484	409
YIL150C	IX	61013	62728	-	1716	186
YIL165C	IX	33718	34077	-	360	236
YIL045W	IX	271161	272777	+	1617	171
YIL126W	IX	117992	122071	+	4080	2668
YIL158W	IX	46201	46815	+	615	397
YIR018W	IX	384609	385346	+	738	343
YIR039C	IX	430498	432111	-	1614	188
YIL082W	IX	205635	206507	+	873	0
YIL056W	IX	249991	251913	+	1923	565
YIL161W	IX	39433	40140	+	708	243
tS(UGA)I	IX	248850	248931	+	82	0
YIL119C	IX	136654	137877	-	1224	440
YIL016W	IX	321454	321933	+	480	619
YIL144W	IX	78074	80149	+	2076	528
YIL026C	IX	304477	307929	-	3453	839
tD(GUC)I1	IX	324303	324374	-	72	0
YIL163C	IX	36899	37252	-	354	64
YIL139C	IX	87979	88716	-	738	195
YIL171W	IX	19515	19844	+	330	16
YIL068C	IX	233057	235474	-	2418	609
YIL065C	IX	241308	241775	-	468	294
YIL098C	IX	179772	180239	-	468	298
YIL141W	IX	85053	85442	+	390	13
YIL009W	IX	339344	341428	+	2085	1683
YIR021W-A	IX	398514	398726	+	213	0
YIR020C-B	IX	397215	397949	-	735	0
YIL044C	IX	272950	273846	-	897	532
YIR020W-A	IX	394917	395159	+	243	0
YIR004W	IX	363221	364519	+	1299	1209
YIL092W	IX	189066	190967	+	1902	180
tD(GUC)I2	IX	336349	336420	-	72	0
YIL136W	IX	93619	94800	+	1182	401
YIR022W	IX	398733	399236	+	504	788
YIL002W-A	IX	350301	350510	+	210	511
YIL066W-A	IX	237366	237809	+	444	0
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	6777
YIL123W	IX	128151	129581	+	1431	3117
YIR001C	IX	356143	356895	-	753	563
YIL153W	IX	55198	56379	+	1182	412
YIR002C	IX	357415	360396	-	2982	801
YIL108W	IX	160887	162977	+	2091	635
YIR023C-A	IX	402383	402706	-	324	0
YIL067C	IX	235724	237760	-	2037	440
YIR019C	IX	389572	393675	-	4104	577
YIL028W	IX	302100	302498	+	399	20
YIL134W	IX	97395	98330	+	936	378
YIL159W	IX	41825	45952	+	4128	377
YIL011W	IX	333727	334536	+	810	272
YIL110W	IX	156045	157178	+	1134	737
YIL131C	IX	100781	102235	-	1455	762
YIL128W	IX	113806	116904	+	3099	760
YIL064W	IX	241943	242716	+	774	560
YIL071C	IX	228660	229994	-	1335	102
YIL147C	IX	69791	73453	-	3663	1025
YIL149C	IX	63028	68067	-	5040	1618
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	489
YIL005W	IX	345692	347797	+	2106	789
YIL169C	IX	23119	26106	-	2988	1105
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	553
YIR014W	IX	381086	381814	+	729	70
tE(CUC)I	IX	197592	197663	+	72	0
YIR033W	IX	416124	419465	+	3342	752
YIL105C	IX	167581	169641	-	2061	574
YIL057C	IX	247902	248396	-	495	2
YIL017C	IX	318200	320965	-	2766	386
YIL132C	IX	99860	100501	-	642	78
YIL070C	IX	230272	231072	-	801	1610
YIL051C	IX	257843	258280	-	438	1531
YIL118W	IX	139752	140447	+	696	1031
YIL097W	IX	180427	181977	+	1551	139
YIR034C	IX	419615	420736	-	1122	3827
YIL109C	IX	157385	160165	-	2781	2995
YIL102C-A	IX	173365	173592	-	228	109
YIL105W-A	IX	167664	167804	+	141	0
YIL084C	IX	202276	203259	-	984	227
YIL039W	IX	278426	279847	+	1422	1676
YIR003W	IX	360885	362924	+	2040	749
YIR031C	IX	413015	414679	-	1665	443
YIL074C	IX	221081	222490	-	1410	7811
YIL022W	IX	311165	312460	+	1296	1745
YIL030C	IX	296050	300009	-	3960	2525
YIL140W	IX	85366	87837	+	2472	844
YIL031W	IX	292633	295737	+	3105	337
YIL014W	IX	326103	327995	+	1893	940
YIL137C	IX	89948	92788	-	2841	780
YIR037W	IX	423128	423619	+	492	739
YIL127C	IX	117024	117644	-	621	631
YIL143C	IX	80510	83041	-	2532	935
YIL079C	IX	210923	212005	-	1083	500
YIR008C	IX	373077	374306	-	1230	393
YIL040W	IX	277723	278139	+	417	403
YIL129C	IX	106107	113237	-	7131	1353
YIL100C-A	IX	177343	177681	-	339	0
YIL124W	IX	126204	127097	+	894	857
YIL042C	IX	275108	276292	-	1185	221
YIL115C	IX	144327	148709	-	4383	1360
YIL035C	IX	287790	288908	-	1119	1138
YIL176C	IX	8793	9155	-	363	1
YIL006W	IX	344062	345183	+	1122	115
YIL048W	IX	261437	264892	+	3456	1153
YIL066C	IX	238099	240708	-	2610	58
YIR029W	IX	410807	411838	+	1032	203
YIR018C-A	IX	385564	385701	-	138	62
YIL094C	IX	186517	187632	-	1116	11434
YIL103W	IX	171751	173028	+	1278	733
YIL155C	IX	51759	53708	-	1950	640
YIL152W	IX	56545	57252	+	708	172
YIL046W-A	IX	268309	268473	+	165	1
YIL002C	IX	350591	353431	-	2841	713
YIR030W-A	IX	412899	413282	+	384	2
YIL047C-A	IX	265099	265467	-	369	7
YIL156W	IX	48091	51306	+	3216	472
YIR012W	IX	378486	379781	+	1296	1464
YIL112W	IX	151595	154846	+	3252	1048
YIL025C	IX	308201	308575	-	375	7
YIL175W	IX	9183	9500	+	318	0
YIL100W	IX	177373	177726	+	354	0
YIR026C	IX	404873	405967	-	1095	599
YIR025W	IX	403659	404765	+	1107	186
YIR042C	IX	435273	435983	-	711	296
YIL075C	IX	217863	220700	-	2838	6485
YIL068W-A	IX	233013	233396	+	384	5
YIL063C	IX	242761	243744	-	984	734
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	21440
YIL027C	IX	303679	304104	-	426	670
YIL085C	IX	200490	202043	-	1554	973
snR68	IX	97111	97246	+	136	84
YIL008W	IX	342536	342835	+	300	714
YIL030W-A	IX	295565	295903	+	339	1
YIL076W	IX	216658	217548	+	891	1309
YIR036W-A	IX	422635	423036	+	402	0
YIL029C	IX	300829	301257	-	429	95
YIR023W	IX	399777	402689	+	2913	589
tT(AGU)I1	IX	175031	175103	+	73	5
YIL053W	IX	255115	255867	+	753	9475
YIL101C	IX	175307	177250	-	1944	145
YIL120W	IX	134417	136108	+	1692	166
YIL174W	IX	9469	9696	+	228	0
YIL032C	IX	291961	292317	-	357	6
YIL142C-A	IX	83208	83540	-	333	0
YIL164C	IX	34087	34686	-	600	400
YIL096C	IX	182117	183127	-	1011	421
YIL160C	IX	40191	41444	-	1254	67
YIL134C-A	IX	96522	96725	-	204	2
YIL062C	IX	243998	244462	-	465	590
YIL151C	IX	57338	60694	-	3357	863
YIL059C	IX	246550	246915	-	366	4
YIR030C	IX	412036	412770	-	735	120
YIL083C	IX	203556	204653	-	1098	496
YIL019W	IX	315093	316133	+	1041	629
YIL020C-A	IX	313713	314051	-	339	26
YIL099W	IX	178004	179653	+	1650	28
YIL093C	IX	187990	188784	-	795	814
YIR024C	IX	402841	403491	-	651	279
YIL135C	IX	95065	96375	-	1311	786
YIL020C	IX	314035	314820	-	786	399
YIL023C	IX	309386	310426	-	1041	557
YIL177W-A	IX	846	1328	+	483	0
YIL037C	IX	283029	284999	-	1971	97
YIL142W	IX	83302	84885	+	1584	2333
YIR041W	IX	433929	434303	+	375	4
YIL034C	IX	289226	290089	-	864	828
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	206
YIL091C	IX	191030	193195	-	2166	945
YIL078W	IX	212499	214703	+	2205	7274
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	7938
YIR017C	IX	383556	384119	-	564	9
YIL125W	IX	122689	125733	+	3045	1894
YIL154C	IX	53981	55021	-	1041	399
PWR1	IX	395999	396939	+	941	0
YIL138C	IX	89230	89715	-	486	1188
YIL130W	IX	102782	105676	+	2895	675
YIL071W-A	IX	228550	229026	+	477	5
YIL043C	IX	274072	274926	-	855	3099
YIR013C	IX	380019	380384	-	366	4
YIL055C	IX	252042	253925	-	1884	219
YIL014C-A	IX	325212	325526	-	315	524
YIL049W	IX	260158	260919	+	762	186
YIL162W	IX	37385	38983	+	1599	884
YIL104C	IX	169982	171505	-	1524	298
YIL077C	IX	214991	215953	-	963	225
YIR032C	IX	415030	415617	-	588	140
YIL007C	IX	342994	343656	-	663	229
YIL021W	IX	312905	313861	+	957	507
YIR020C	IX	394255	394557	-	303	0
YIL038C	IX	280142	282652	-	2511	1278
YIR011C	IX	377287	378246	-	960	657
YIL046W	IX	268651	270573	+	1923	960
YIL157C	IX	46949	47542	-	594	305
YIL171W-A	IX	18260	18712	+	453	0
YIL121W	IX	132244	133872	+	1629	136
YIL170W	IX	19847	21220	+	1374	71
